season,round,pick,team,pfr_player_id,pfr_player_name,college,position,position_rank,ht,wt,forty,bench,vertical,broad_jump,cone,shuttle,unique_id,college_carries,college_tds,college_yards,college_long,college_ypc,pfr_id,carries,rushing_yards,rushing_tds,rushing_fumbles,rushing_fumbles_lost,receptions,receiving_yards,receiving_tds,receiving_fumbles,receiving_fumbles_lost,fantasy_points
2022,2,41,SEA,WalkKe00,Kenneth Walker III,Michigan St.,RB,RB2,5-9,211.0,4.38,,34.0,122.0,,,kennethwalkeriiirbmichiganst,480.0,35.0,2794.0,96.0,5.8,WalkKe00,228.0,1050.0,9.0,0.0,0.0,27.0,165.0,0.0,0.0,0.0,202.5
2022,2,63,BUF,CookJa01,James Cook,Georgia,RB,RB3,5-11,199.0,4.42,,33.0,124.0,,,jamescookrbgeorgia,230.0,14.0,1503.0,67.0,6.5,CookJa01,89.0,507.0,2.0,1.0,1.0,21.0,180.0,1.0,0.0,0.0,105.7
2022,3,91,TAM,WhitRa01,Rachaad White,Arizona St.,RB,RB4,6-0,214.0,4.48,,38.0,125.0,,,rachaadwhiterbarizonast,224.0,20.0,1426.0,93.0,6.4,WhitRa01,129.0,481.0,1.0,1.0,1.0,50.0,290.0,2.0,1.0,1.0,141.1
2022,3,93,SFO,DaviTy03,Tyrion Davis-Price,LSU,RB,RB5,6-0,211.0,4.48,,30.0,117.0,,,tyriondavispricerblsu,379.0,15.0,1744.0,40.0,4.6,DaviTy03,34.0,99.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.9
2022,3,98,WAS,RobiBr01,Brian Robinson Jr.,Alabama,RB,RB6,6-2,225.0,4.53,,30.0,119.0,,,brianrobinsonjrrbalabama,545.0,29.0,2704.0,63.0,5.0,RobiBr01,205.0,797.0,2.0,2.0,0.0,9.0,60.0,1.0,0.0,0.0,112.7
2022,4,107,HOU,PierDa01,Dameon Pierce,Florida,RB,RB7,5-10,218.0,4.59,21.0,34.5,119.0,,,dameonpiercerbflorida,326.0,23.0,1804.0,75.0,5.5,PierDa01,220.0,939.0,4.0,4.0,2.0,30.0,165.0,1.0,0.0,0.0,166.4
2022,4,122,LVR,WhitZa01,Zamir White,Georgia,RB,RB8,6-0,214.0,4.4,,33.5,128.0,,,zamirwhiterbgeorgia,382.0,25.0,2043.0,75.0,5.3,WhitZa01,17.0,70.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0
2022,4,123,LAC,SpilIs00,Isaiah Spiller,Texas A&M,RB,RB9,6-0,217.0,,,30.0,114.0,,,isaiahspillerrbtexasam,539.0,25.0,2997.0,85.0,5.6,SpilIs00,18.0,41.0,0.0,0.0,0.0,3.0,13.0,0.0,0.0,0.0,8.4
2022,4,127,NWE,StroPi00,Pierre Strong,South Dakota St.,RB,RB10,5-11,207.0,4.37,,36.0,124.0,,,pierrestrongrbsouthdakotast,25.0,2.0,191.0,48.0,7.6,StroPi00,10.0,100.0,1.0,0.0,0.0,7.0,42.0,0.0,0.0,0.0,27.2
2022,4,131,TEN,HaskHa00,Hassan Haskins,Michigan,RB,RB11,6-2,228.0,,27.0,,,,,hassanhaskinsrbmichigan,452.0,30.0,2325.0,66.0,5.1,HaskHa00,25.0,93.0,0.0,0.0,0.0,11.0,57.0,0.0,0.0,0.0,26.0
2022,5,151,ATL,AllgTy00,Tyler Allgeier,BYU,RB,RB12,5-11,224.0,4.6,,33.0,120.0,,,tylerallgeierrbbyu,452.0,36.0,2905.0,86.0,6.4,AllgTy00,210.0,1035.0,3.0,0.0,0.0,16.0,139.0,1.0,0.0,0.0,157.4
2022,5,154,JAX,ConnSn00,Snoop Conner,Mississippi,RB,RB13,5-10,222.0,4.59,25.0,29.5,118.0,,,snoopconnerrbmississippi,,,,,,ConnSn00,12.0,42.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.2
2022,5,156,CLE,FordJe00,Jerome Ford,Cincinnati,RB,RB14,5-11,210.0,4.46,,31.0,118.0,,,jeromefordrbcincinnati,319.0,30.0,1953.0,79.0,6.1,FordJe00,8.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2
2022,5,164,LAR,WillKy02,Kyren Williams,Notre Dame,RB,RB15,5-9,194.0,4.65,,32.0,116.0,,,kyrenwilliamsrbnotredame,419.0,27.0,2153.0,91.0,5.1,WillKy02,35.0,139.0,0.0,0.0,0.0,9.0,76.0,0.0,0.0,0.0,30.5
2022,5,169,MIN,ChanTy01,Ty Chandler,North Carolina,RB,RB16,5-11,204.0,4.38,,31.0,121.0,,,tychandlerrbnorthcarolina,603.0,26.0,3138.0,81.0,5.2,ChanTy01,6.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
2022,6,183,NWE,HarrKe01,Kevin Harris,South Carolina,RB,RB17,5-10,221.0,,21.0,38.5,126.0,,,kevinharrisrbsouthcarolina,354.0,22.0,1893.0,75.0,5.3,HarrKe01,18.0,52.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.2
2022,6,196,BAL,BadiTy00,Tyler Badie,Missouri,RB,RB18,5-8,197.0,4.45,,33.5,121.0,,,tylerbadierbmissouri,512.0,23.0,2739.0,73.0,5.3,BadiTy00,1.0,0.0,0.0,0.0,0.0,1.0,24.0,1.0,0.0,0.0,9.4
2022,6,201,ARI,IngrKe01,Keaontay Ingram,USC,RB,RB19,6-0,221.0,4.53,,34.5,122.0,,,keaontayingramrbusc,495.0,16.0,2722.0,68.0,5.5,IngrKe01,27.0,60.0,1.0,0.0,0.0,4.0,21.0,0.0,0.0,0.0,18.1
2022,6,203,CHI,EbneTr00,Trestan Ebner,Baylor,RB,RB20,5-11,206.0,4.43,,30.0,,,,trestanebnerrbbaylor,343.0,9.0,1693.0,58.0,4.9,EbneTr00,24.0,54.0,0.0,0.0,0.0,2.0,8.0,0.0,0.0,0.0,8.2
2022,7,250,LVR,BrowBr06,Brittain Brown,UCLA,RB,RB21,,,,,,,,,brittainbrownrbucla,405.0,21.0,2285.0,64.0,5.6,BrowBr06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2022,7,251,KAN,PachIs00,Isiah Pacheco,Rutgers,RB,RB22,5-10,216.0,4.37,,33.0,118.0,,,isiahpachecorbrutgers,,,,,,PachIs00,170.0,830.0,5.0,3.0,2.0,13.0,130.0,0.0,0.0,0.0,135.0
2022,7,260,LAC,HorvZa00,Zander Horvath,Purdue,RB,RB23,,,,,,,,,zanderhorvathrbpurdue,,,,,,HorvZa00,4.0,8.0,0.0,0.0,0.0,5.0,8.0,2.0,0.0,0.0,18.6
2023,1,8,ATL,RobiBi01,Bijan Robinson,Texas,RB,RB1,5-11,215.0,4.46,,37.0,124.0,,,bijanrobinsonrbtexas,539.0,33.0,3408.0,78.0,6.3,RobiBi01,214.0,976.0,4.0,4.0,3.0,58.0,487.0,4.0,0.0,0.0,246.3
2023,1,12,DET,GibbJa01,Jahmyr Gibbs,Alabama,RB,RB2,5-9,199.0,4.36,,33.5,,,,jahmyrgibbsrbalabama,383.0,15.0,2129.0,76.0,5.6,GibbJa01,182.0,945.0,10.0,2.0,1.0,52.0,316.0,1.0,0.0,0.0,242.1
2023,2,52,SEA,CharZa00,Zach Charbonnet,UCLA,RB,RB3,6-0,214.0,4.53,,37.0,122.0,,,zachcharbonnetrbucla,565.0,39.0,3346.0,70.0,5.9,CharZa00,108.0,462.0,1.0,0.0,0.0,33.0,209.0,0.0,0.0,0.0,106.1
2023,3,71,NOR,MillKe01,Kendre Miller,TCU,RB,RB4,5-11,215.0,,,,,,,kendremillerrbtcu,361.0,26.0,2410.0,89.0,6.7,MillKe01,41.0,156.0,1.0,0.0,0.0,10.0,117.0,0.0,0.0,0.0,43.3
2023,3,81,TEN,SpeaTy00,Tyjae Spears,Tulane,RB,RB5,5-10,201.0,,,39.0,125.0,,,tyjaespearsrbtulane,427.0,31.0,2911.0,75.0,6.8,SpeaTy00,100.0,453.0,2.0,0.0,0.0,52.0,385.0,1.0,1.0,0.0,153.8
2023,3,84,MIA,AchaDe00,De'Von Achane,Texas A&M,RB,RB6,5-9,188.0,4.32,,33.0,,,,devonachanerbtexasam,369.0,21.0,2376.0,76.0,6.4,AchaDe00,103.0,800.0,8.0,1.0,1.0,27.0,197.0,3.0,0.0,0.0,190.7
2023,3,88,JAX,BigsTa00,Tank Bigsby,Auburn,RB,RB7,6-0,210.0,4.56,,32.5,119.0,,,tankbigsbyrbauburn,540.0,25.0,2903.0,51.0,5.4,BigsTa00,50.0,132.0,2.0,1.0,1.0,1.0,6.0,0.0,0.0,0.0,24.8
2023,4,115,CHI,JohnRo07,Roschon Johnson,Texas,RB,RB8,6-0,219.0,4.58,,31.5,122.0,,,roschonjohnsonrbtexas,392.0,23.0,2189.0,72.0,5.6,JohnRo07,81.0,352.0,2.0,1.0,0.0,34.0,209.0,0.0,0.0,0.0,102.1
2023,5,143,NYJ,AbanIs00,Israel Abanikanda,Pittsburgh,RB,RB9,5-10,216.0,,,,,,,israelabanikandarbpittsburgh,390.0,28.0,2177.0,80.0,5.6,AbanIs00,22.0,70.0,0.0,0.0,0.0,7.0,43.0,0.0,0.0,0.0,18.3
2023,5,163,CIN,BrowCh10,Chase Brown,Illinois,RB,RB10,5-10,209.0,4.43,,40.0,127.0,,,chasebrownrbillinois,673.0,18.0,3541.0,80.0,5.3,BrowCh10,44.0,179.0,0.0,1.0,0.0,14.0,156.0,1.0,0.0,0.0,53.5
2023,5,172,NYG,GrayEr01,Eric Gray,Oklahoma,RB,RB11,5-10,207.0,,,37.5,118.0,,,ericgrayrboklahoma,549.0,21.0,3087.0,94.0,5.6,GrayEr01,17.0,48.0,0.0,1.0,0.0,6.0,22.0,0.0,0.0,0.0,13.0
2023,5,176,IND,HullEv00,Evan Hull,Northwestern,RB,RB12,,,,,,,,,evanhullrbnorthwestern,487.0,18.0,2412.0,90.0,5.0,HullEv00,1.0,1.0,0.0,0.0,0.0,1.0,6.0,0.0,0.0,0.0,1.7
2023,6,193,WAS,RodrCh00,Chris Rodriguez,Kentucky,RB,RB13,,,,,,,,,chrisrodriguezrbkentucky,,,,,,RodrCh00,51.0,247.0,2.0,1.0,1.0,2.0,12.0,0.0,0.0,0.0,37.9
2023,6,212,DAL,VaugDe00,Deuce Vaughn,Kansas St.,RB,RB14,5-5,179.0,,,35.5,116.0,,,deucevaughnrbkansasst,651.0,34.0,3614.0,88.0,5.6,VaugDe00,23.0,40.0,0.0,0.0,0.0,7.0,40.0,0.0,0.0,0.0,15.0
2023,6,215,LAR,EvanZa00,Zach Evans,Mississippi,RB,RB15,5-11,202.0,,,,,,,zachevansrbmississippi,,,,,,EvanZa00,9.0,19.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9
2023,7,222,MIN,McBrDe00,DeWayne McBride,Ala-Birmingham,RB,RB16,,,,,,,,,dewaynemcbriderbalabirmingham,,,,,,McBrDe00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,235,GNB,NichLe00,Lew Nichols,Central Michigan,RB,RB17,,,,,,,,,lewnicholsrbcentralmichigan,615.0,26.0,3046.0,68.0,5.0,NichLe00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2023,7,237,SEA,McInKe00,Kenny McIntosh,Georgia,RB,RB18,6-0,204.0,4.62,,,,,,kennymcintoshrbgeorgia,280.0,16.0,1582.0,62.0,5.6,McInKe00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,2,46,CAR,BrooJo02,Jonathon Brooks,Texas,RB,RB1,6-0,216.0,,,,,,,jonathonbrooksrbtexas,238.0,16.0,1479.0,70.0,6.2,BrooJo02,9.0,22.0,0.0,0.0,0.0,3.0,23.0,0.0,0.0,0.0,7.5
2024,3,66,ARI,BensTr01,Trey Benson,Florida St.,RB,RB2,6-0,216.0,4.39,,33.5,122.0,,,treybensonrbfloridast,316.0,24.0,1917.0,85.0,6.1,BensTr01,63.0,291.0,1.0,1.0,0.0,6.0,59.0,0.0,0.0,0.0,47.0
2024,3,83,LAR,CoruBl00,Blake Corum,Michigan,RB,RB3,5-8,205.0,4.53,27.0,35.5,,6.82,4.12,blakecorumrbmichigan,675.0,58.0,3734.0,67.0,5.5,CoruBl00,58.0,207.0,0.0,0.0,0.0,7.0,58.0,0.0,0.0,0.0,33.5
2024,3,88,GNB,LloyMa00,MarShawn Lloyd,USC,RB,RB4,5-9,220.0,4.46,25.0,36.0,118.0,,,marshawnlloydrbusc,291.0,19.0,1620.0,56.0,5.6,LloyMa00,6.0,15.0,0.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,2.8
2024,4,120,MIA,WrigJa04,Jaylen Wright,Tennessee,RB,RB5,5-11,210.0,4.38,,38.0,134.0,,,jaylenwrightrbtennessee,368.0,18.0,2297.0,83.0,6.2,WrigJa04,68.0,249.0,0.0,1.0,1.0,3.0,8.0,0.0,0.0,0.0,26.7
2024,4,125,TAM,IrviBu00,Bucky Irving,Oregon,RB,RB6,5-9,192.0,4.55,,29.5,115.0,,,buckyirvingrboregon,,,,,,IrviBu00,207.0,1122.0,8.0,2.0,1.0,47.0,392.0,0.0,0.0,0.0,244.4
2024,4,127,PHI,ShipWi00,Will Shipley,Clemson,RB,RB7,5-11,206.0,,,,,,,willshipleyrbclemson,526.0,31.0,2748.0,53.0,5.2,ShipWi00,30.0,82.0,0.0,0.0,0.0,4.0,35.0,0.0,0.0,0.0,15.7
2024,4,128,BUF,DaviRa04,Ray Davis,Kentucky,RB,RB8,,,,,,,,,raydavisrbkentucky,,,,,,DaviRa04,113.0,442.0,3.0,0.0,0.0,17.0,189.0,3.0,0.0,0.0,116.1
2024,4,129,SFO,GuerIs00,Isaac Guerendo,Louisville,RB,RB9,6-0,221.0,4.33,,41.5,129.0,6.94,4.15,isaacguerendorblouisville,232.0,17.0,1397.0,89.0,6.0,GuerIs00,84.0,420.0,4.0,0.0,0.0,15.0,152.0,0.0,1.0,0.0,96.2
2024,4,134,NYJ,AlleBr05,Braelon Allen,Wisconsin,RB,RB10,6-1,235.0,,26.0,32.0,117.0,,,braelonallenrbwisconsin,596.0,35.0,3489.0,96.0,5.9,AlleBr05,92.0,334.0,2.0,0.0,0.0,19.0,148.0,1.0,0.0,0.0,85.2
2024,5,147,DEN,EstiAu00,Audric Estime,Notre Dame,RB,RB11,5-11,221.0,4.71,23.0,38.0,125.0,,,audricestimerbnotredame,373.0,29.0,2321.0,80.0,6.2,EstiAu00,76.0,310.0,2.0,2.0,1.0,5.0,27.0,0.0,0.0,0.0,48.7
2024,5,165,BAL,AlixRa00,Rasheen Ali,Marshall,RB,RB12,5-11,206.0,,,,,,,rasheenalirbmarshall,514.0,39.0,2836.0,64.0,5.5,AlixRa00,10.0,31.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.1
2024,5,166,NYG,TracTy00,Tyrone Tracy Jr.,Purdue,RB,RB13,5-11,209.0,4.48,,40.0,124.0,6.81,4.06,tyronetracyjrrbpurdue,146.0,10.0,942.0,62.0,6.5,TracTy00,192.0,839.0,5.0,2.0,2.0,38.0,284.0,1.0,2.0,0.0,182.3
2024,5,167,JAX,RobiKe03,Keilan Robinson,Texas,RB,RB14,5-8,191.0,4.42,,33.0,125.0,,,keilanrobinsonrbtexas,121.0,8.0,796.0,74.0,6.6,RobiKe03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,5,173,NYJ,DaviIs00,Isaiah Davis,South Dakota St.,RB,RB15,,,,,,,,,isaiahdavisrbsouthdakotast,470.0,29.0,2923.0,66.0,6.2,DaviIs00,30.0,174.0,1.0,0.0,0.0,9.0,75.0,1.0,0.0,0.0,45.9
2024,6,181,LAC,VidaKi00,Kimani Vidal,Troy,RB,RB16,5-8,213.0,4.46,18.0,37.5,120.0,7.01,4.15,kimanividalrbtroy,779.0,33.0,4015.0,69.0,5.2,VidaKi00,43.0,155.0,0.0,1.0,0.0,5.0,62.0,1.0,0.0,0.0,32.7
2024,6,186,ATL,McClJa05,Jase McClellan,Alabama,RB,RB17,5-10,221.0,,20.0,,,,,jasemcclellanrbalabama,355.0,18.0,1981.0,81.0,5.6,McClJa05,13.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2
2024,6,205,HOU,JordJa00,Jawhar Jordan,Louisville,RB,RB18,5-10,193.0,4.56,,,,,,jawharjordanrblouisville,381.0,18.0,2214.0,74.0,5.8,JordJa00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024,6,208,LVR,LaubDy00,Dylan Laube,New Hampshire,RB,RB19,,,,,,,,,dylanlauberbnewhampshire,417.0,24.0,1959.0,77.0,4.7,LaubDy00,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,-2.0
2025,1,6,LVR,JeanAs00,Ashton Jeanty,Boise St.,RB,RB1,,,,,,,,,ashtonjeantyrbboisest,752.0,50.0,4778.0,77.0,6.4,JeanAs00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,1,22,LAC,HampOm00,Omarion Hampton,North Carolina,RB,RB2,,,,,,,,,omarionhamptonrbnorthcarolina,622.0,36.0,3565.0,75.0,5.7,HampOm00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2,36,CLE,JudkQu00,Quinshon Judkins,Ohio St.,RB,RB3,,,,,,,,,quinshonjudkinsrbohiost,739.0,45.0,3785.0,86.0,5.1,JudkQu00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2,38,NWE,HendTr02,TreVeyon Henderson,Ohio St.,RB,RB4,,,,,,,,,treveyonhendersonrbohiost,591.0,42.0,3768.0,75.0,6.4,HendTr02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,2,60,DEN,HarvRJ00,RJ Harvey,Central Florida,RB,RB5,,,,,,,,,rjharveyrbcentralflorida,,,,,,HarvRJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,3,83,PIT,JohnKa03,Kaleb Johnson,Iowa,RB,RB6,,,,,,,,,kalebjohnsonrbiowa,508.0,30.0,2779.0,75.0,5.5,JohnKa03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,4,104,JAX,TuteBh00,Bhayshul Tuten,Virginia Tech,RB,RB7,,,,,,,,,bhayshultutenrbvirginiatech,571.0,38.0,3438.0,83.0,6.0,TuteBh00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,4,105,NYG,SkatCa00,Cam Skattebo,Arizona St.,RB,RB8,,,,,,,,,camskatteborbarizonast,,,,,,SkatCa00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,4,114,CAR,EtieTr01,Trevor Etienne,Georgia,RB,RB9,,,,,,,,,trevoretiennerbgeorgia,371.0,23.0,2081.0,85.0,5.6,EtieTr01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,4,116,HOU,MarkWo00,Woody Marks,USC,RB,RB10,,,,,,,,,woodymarksrbusc,,,,,,MarkWo00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,4,117,LAR,HuntJa03,Jarquez Hunter,Auburn,RB,RB11,,,,,,,,,jarquezhunterrbauburn,539.0,25.0,3378.0,94.0,6.3,HuntJa03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,4,126,CLE,SampDy00,Dylan Sampson,Tennessee,RB,RB12,,,,,,,,,dylansampsonrbtennessee,422.0,35.0,2491.0,80.0,5.9,SampDy00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,5,147,SFO,JameJo01,Jordan James,Oregon,RB,RB13,,,,,,,,,jordanjamesrboregon,386.0,31.0,2215.0,41.0,5.7,JameJo01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,5,149,DAL,BlueJa01,Jaydon Blue,Texas,RB,RB14,,,,,,,,,jaydonbluerbtexas,214.0,11.0,1161.0,77.0,5.4,BlueJa01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,5,151,IND,GiddDJ00,DJ Giddens,Kansas St.,RB,RB15,,,,,,,,,djgiddensrbkansasst,517.0,23.0,3087.0,66.0,6.0,GiddDJ00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,6,179,MIA,GordOl00,Ollie Gordon,Oklahoma St.,RB,RB16,,,,,,,,,olliegordonrboklahomast,536.0,35.0,2897.0,75.0,5.4,GordOl00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,6,184,NOR,NealDe00,Devin Neal,Kansas,RB,RB17,,,,,,,,,devinnealrbkansas,760.0,49.0,4343.0,80.0,5.7,NealDe00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,6,188,TEN,MullKa00,Kalel Mullings,Michigan,RB,RB18,,,,,,,,,kalelmullingsrbmichigan,235.0,16.0,1200.0,63.0,5.1,MullKa00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,6,193,CIN,BrooTa00,Tahj Brooks,Texas Tech,RB,RB19,,,,,,,,,tahjbrooksrbtexastech,881.0,45.0,4566.0,67.0,5.2,BrooTa00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,7,223,SEA,MartDa02,Damien Martinez,Miami (FL),RB,RB20,,,,,,,,,damienmartinezrbmiamifl,,,,,,MartDa02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,7,228,KAN,SmitBr09,Brashard Smith,SMU,RB,RB21,,,,,,,,,brashardsmithrbsmu,252.0,15.0,1507.0,80.0,6.0,SmitBr09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,7,233,CHI,MonaKy00,Kyle Monangai,Rutgers,RB,RB22,,,,,,,,,kylemonangairbrutgers,669.0,27.0,3235.0,62.0,4.8,MonaKy00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,7,236,JAX,AlleLe01,LeQuint Allen,Syracuse,RB,RB23,,,,,,,,,lequintallenrbsyracuse,513.0,26.0,2358.0,90.0,4.6,AlleLe01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,7,239,DAL,MafaPh00,Phil Mafah,Clemson,RB,RB24,,,,,,,,,philmafahrbclemson,561.0,28.0,2887.0,83.0,5.1,MafaPh00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2025,7,245,WAS,CrosJa00,Jacory Croskey-Merritt,Arizona,RB,RB25,,,,,,,,,jacorycroskeymerrittrbarizona,,,,,,CrosJa00,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
